,ADDRESS,CITY,"ZIP CODE",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
1278,"880 NE 72nd St",Miami,33138,25.840983,-80.178673,1,rooftop,880,"NE 72nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1279,"4523 Post Ave","Miami Beach",33140,25.819361,-80.128501,1,rooftop,4523,"Post Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1280,"560 NE 55th St",Miami,33137,25.82581,-80.183287,1,rooftop,560,"NE 55th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1281,"1100 NE 91 TE","Miami Shores",33138,25.863152,-80.192825,0.12,place,,,"Miami Shores",FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1282,"5200 NE 7 AV",Miami,33137,25.824052,-80.181648,0.8,rooftop,5200,"NE 7th Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1283,"910 NE 91st Ter","Miami Shores",33138,25.859336,-80.178823,1,rooftop,910,"NE 91st Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1284,"597 NE 93rd St","Miami Shores",33138,25.861134,-80.185433,1,rooftop,597,"NE 93rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1285,"545 NE 50th Ter",Miami,33137,25.822535,-80.183416,1,rooftop,545,"NE 50th Ter",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1286,"660 NE 71st St",Miami,33138,25.840098,-80.18309,1,rooftop,660,"NE 71st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1287,"5947 NE 4th Ct",Miami,33137,25.83095,-80.186632,1,rooftop,5947,"NE 4th Ct",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1288,"4740 Alton Rd","Miami Beach",33140,25.82422,-80.134764,1,rooftop,4740,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1289,"395 FAIRWAY DR","Miami Beach",33141,25.860332,-80.134651,1,rooftop,395,"Fairway Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1290,"710 NE 72 TE",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1291,"160 NE 43rd St",Miami,33137,25.815419,-80.192236,1,rooftop,160,"NE 43rd St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1292,"1121 NE 84",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1293,"631 W 51ST ST","Miami Beach",33140,25.827574,-80.128425,1,rooftop,631,"W 51st St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
1294,"848 Raymond St","Miami Beach",33141,25.857441,-80.127404,1,rooftop,848,"Raymond St","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1295,"1019 NE 87th St",Miami,33138,25.855675,-80.176264,1,rooftop,1019,"NE 87th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1296,"5831 NE 6th Ct",Miami,33137,25.829924,-80.181928,1,rooftop,5831,"NE 6th Ct",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1297,"859 NE 73rd Street",Miami,33138,25.842914,-80.178441,1,rooftop,859,"NE 73rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1298,"437 NE 75th St",Miami,33138,25.844294,-80.187409,1,rooftop,437,"NE 75th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1299,"475 NE 91st St","Miami Shores",33138,25.859151,-80.18758,1,rooftop,475,"NE 91st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1300,"1040 NE 86th St",Miami,33138,25.854307,-80.175831,1,rooftop,1040,"NE 86th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1301,"920 NE 73rd St",Miami,33138,25.842482,-80.177516,1,rooftop,920,"NE 73rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1302,"395 NE 92nd St","Miami Shores",33138,25.860036,-80.189449,1,rooftop,395,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1303,"8895 NE 4 AV","El Portal",33138,25.863152,-80.192825,0.08,place,,,"Miami Shores",FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1304,"788 NE 74 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1305,"540 W 50 ST","Miami Beach",33140,25.826155,-80.12768,1,rooftop,540,"W 50th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
1306,"3185 ROYAL PALM AV",Miami,33140,25.809016,-80.129604,1,rooftop,3185,"Royal Palm Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1307,"7504 Hispanola Ave","North Bay Village",33141,25.84495,-80.150749,1,rooftop,7504,"Hispanola Ave","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1308,"4618 ALTON RD","Miami Beach",33140,25.822397,-80.136093,1,rooftop,4618,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1309,"538 NE 74th St",Miami,33138,25.842928,-80.185672,1,rooftop,538,"NE 74th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1310,"451 NE 91st St","Miami Shores",33138,25.859133,-80.188091,1,rooftop,451,"NE 91st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1311,"750 NE 74th St",Miami,33138,25.843169,-80.180894,1,rooftop,750,"NE 74th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1312,"112 NE 48 ST",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
1313,"651 NE 69 St",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1314,"990 NE 89th Ter",Miami,33138,25.857695,-80.177165,1,rooftop,990,"NE 89th Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1315,"1080 NE 92nd St","Miami Shores",33138,25.860209,-80.1754,1,rooftop,1080,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1316,"1060 NE 92nd St","Miami Shores",33138,25.860194,-80.175886,1,rooftop,1060,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1317,"425 NE 93rd St","Miami Shores",33138,25.861033,-80.18875,1,rooftop,425,"NE 93rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1318,"711 NE 72 TER",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1319,"700 NE 72 TE",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1320,"1059 NE 88th St",Miami,33138,25.856205,-80.175342,1,rooftop,1059,"NE 88th St","Miami Shores",FL,"Miami-Dade County",33138,US,Statewide2
1321,"665 Fairway Dr","Miami Beach",33141,25.860195,-80.138813,1,rooftop,665,"Fairway Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1322,"881 NE 71st St",Miami,33138,25.840714,-80.178429,1,rooftop,881,"NE 71st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1323,"410 NE 94th St","Miami Shores",33138,25.861407,-80.188986,1,rooftop,410,"NE 94th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1324,"242 NE 89th St","El Portal",33138,25.856576,-80.192139,1,rooftop,242,"NE 89th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1325,"441 NE 53 ST",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
1326,"1791 Biarritz Dr","Miami Beach",33141,25.850764,-80.138867,1,rooftop,1791,"Biarritz Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1327,"1785 BIARRITZ DR","Miami Beach",33141,25.85077,-80.138713,1,rooftop,1785,"Biarritz Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1328,"695 NE 71st St",Miami,33138,25.840607,-80.182342,1,rooftop,695,"NE 71st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1329,"1245 NE 90 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1330,"467 NE 55th Ter",Miami,33137,25.827177,-80.185518,1,rooftop,467,"NE 55th Ter",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1331,"9350 NE 9th Ave","Miami Shores",33138,25.86192,-80.179579,1,rooftop,9350,"NE 9th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1332,"1500 N Treasure Dr","North Bay Village",33141,25.847021,-80.153742,1,rooftop,1500,"N Treasure Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1333,"897 NE 91st Ter","Miami Shores",33138,25.859743,-80.179165,1,rooftop,897,"NE 91st Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1334,"726 NE 72nd Ter",Miami,33138,25.841584,-80.181475,1,rooftop,726,"NE 72nd Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1335,"163 N Shore Dr","Miami Beach",33141,25.859382,-80.130154,1,rooftop,163,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1336,"679 NE 75th St",Miami,33138,25.844333,-80.18302,1,rooftop,679,"NE 75th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1337,"7600 Center Bay Dr","North Bay Village",33141,25.846181,-80.159138,1,rooftop,7600,"Center Bay Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1338,"86 NE 47 ST",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
1339,"676 NE 73rd St",Miami,33138,25.842331,-80.182613,1,rooftop,676,"NE 73rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1340,"925 S Shore Dr","Miami Beach",33141,25.85517,-80.142751,1,rooftop,925,"S Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1341,"675 NE 67 St",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1342,"433 NE 91st St","Miami Shores",33138,25.859124,-80.188345,1,rooftop,433,"NE 91st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1343,"945 NE 89th Ter",Miami,33138,25.858025,-80.177799,1,rooftop,945,"NE 89th Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1344,"4550 Sheridan Ave","Miami Beach",33140,25.82041,-80.126419,1,rooftop,4550,"Sheridan Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1345,"430 NE 51st St",Miami,33137,25.822781,-80.18574,1,rooftop,430,"NE 51st St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1346,"1250 NE 91st Ter","Miami Shores",33138,25.859513,-80.172194,1,rooftop,1250,"NE 91st Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1347,"590 N SHORE DR","Miami Beach",33141,25.860569,-80.137441,1,rooftop,590,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1348,"960 NE 85 St",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1349,"750 NE 77th Ter",Miami,33138,25.84623,-80.180843,1,rooftop,750,"NE 77th Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1350,"951 NE 83 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1351,"528 NE 72nd St",Miami,33138,25.840977,-80.185868,1,rooftop,528,"NE 72nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1352,"751 W 51st St","Miami Beach",33140,25.827498,-80.130193,1,rooftop,751,"W 51st St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
1353,"431 NE 52 STREET",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
1354,"910 NE 78 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1355,"4212 SHERIDAN AV","Miami Beach",33140,25.815052,-80.127673,1,rooftop,4212,"Sheridan Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1356,"9150 N BAYSHORE DR","Miami Shores",33138,25.86,-80.171966,1,rooftop,9150,"N Bayshore Dr","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1357,"423 NE 92 ST","Miami Shores",33138,25.863152,-80.192825,0.12,place,,,"Miami Shores",FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1358,"9312 NE 9th PL","Miami Shores",33138,25.861338,-80.178664,1,rooftop,9312,"NE 9th Pl","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1359,"754 NE 81st St",Miami,33138,25.849305,-80.180938,1,rooftop,754,"NE 81st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1360,"921 NE 82nd Ter",Miami,33138,25.851137,-80.177605,1,rooftop,921,"NE 82nd Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1361,"445 W 42 ST","Miami Beach",33140,25.8151,-80.128345,1,rooftop,445,"W 42nd St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
1362,"870 N SHORE DR","Miami Beach",33141,25.859809,-80.142031,1,rooftop,870,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1363,"701 NE 81 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1364,"345 FAIRWAY DR","Miami Beach",33141,25.860363,-80.133726,1,rooftop,345,"Fairway Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1365,"193 N SHORE DR","Miami Beach",33141,25.859934,-80.130628,1,rooftop,193,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1366,"1320 Marseille Dr","Miami Beach",33141,25.855497,-80.133671,1,rooftop,1320,"Marseille Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1367,"6301 COLLINS AV","Miami Beach",33141,25.844651,-80.120029,1,rooftop,6301,"Collins Ave","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1368,"764 NE 76th St",Miami,33138,25.844816,-80.180617,1,rooftop,764,"NE 76th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1369,"821 NE 71st St",Miami,33138,25.840683,-80.179561,1,rooftop,821,"NE 71st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1370,"740 NE 71st St",Miami,33138,25.840144,-80.181596,1,rooftop,740,"NE 71st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1371,"525 NE 92nd St","Miami Shores",33138,25.860132,-80.186704,1,rooftop,525,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1372,"5850 Alton Rd","Miami Beach",33140,25.840006,-80.131371,1,rooftop,5850,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1373,"4200 NE 1st Ave",Miami,33137,25.815098,-80.193659,1,rooftop,4200,"NE 1st Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1374,"7621 Miami View Dr","North Bay Village",33141,25.845956,-80.15969,1,rooftop,7621,"Miami View Dr","North Bay Village",FL,"Miami-Dade County",33141,US,Statewide2
1375,"1160 NE 91st Ter","Miami Shores",33138,25.85946,-80.173805,1,rooftop,1160,"NE 91st Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1376,"653 NE 73 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1377,"698 NE 67 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1378,"303 Fairway Dr","Miami Beach",33141,25.860383,-80.133187,1,rooftop,303,"Fairway Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1379,"798 NE 70th St",Miami,33138,25.839538,-80.180355,1,rooftop,798,"NE 70th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1380,"958 NE 84th St",Miami,33138,25.852804,-80.177728,1,rooftop,958,"NE 84th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1381,"7700 Coquina Dr","North Bay Village",33141,25.846841,-80.158372,1,rooftop,7700,"Coquina Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1382,"485 NE 92nd St","Miami Shores",33138,25.860112,-80.18737,1,rooftop,485,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1383,"1831 BAY DR","Miami Beach",33141,25.849929,-80.139558,1,rooftop,1831,"Bay Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1384,"121 NE 46 ST",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
1385,"5928 NE 5th Ave",Miami,33137,25.830677,-80.186137,1,rooftop,5928,"NE 5th Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1386,"1556 71st St","Miami Beach",33141,25.851889,-80.135758,1,rooftop,1556,"71st St","North Bay Village",FL,"Miami-Dade County",33141,US,Statewide2
1387,"763 NE 74th St",Miami,33138,25.843603,-80.180603,1,rooftop,763,"NE 74th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1388,"1225 NE 93rd St","Miami Shores",33138,25.861595,-80.173962,1,rooftop,1225,"NE 93rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1389,"813 NE 72nd St",Miami,33138,25.84132,-80.179971,1,rooftop,813,"NE 72nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1390,"726 NE 73 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1391,"635 NE 56 ST",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
1392,"8120 NE 12th Ave",Miami,33138,25.850227,-80.174117,1,rooftop,8120,"NE 12th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1393,"7534 NE 6 Ct.",Miami,33138,25.844776,-80.18374,0.5,rooftop,7534,"NE 6th Ct","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1394,"800 NE 76th St",Miami,33138,25.844688,-80.179517,1,rooftop,800,"NE 76th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1395,"9007 NE 10th Ave",Miami,33138,25.858784,-80.176671,1,rooftop,9007,"NE 10th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1396,"751 Fairway Dr","Miami Beach",33141,25.860077,-80.140185,1,rooftop,751,"Fairway Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1397,"810 NE 74 ST",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1398,"7400 NE 8th Ave",Miami,33138,25.843675,-80.179971,1,rooftop,7400,"NE 8th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1399,"1116 NE 92 ST","Miami Shores",33138,25.863152,-80.192825,0.12,place,,,"Miami Shores",FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1400,"7530 NE 7th Ct",Miami,33138,25.844797,-80.181261,1,rooftop,7530,"NE 7th Ct","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1401,"860 N Shore Dr","Miami Beach",33141,25.859895,-80.141857,1,rooftop,860,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1402,"4315 N BAY RD","Miami Beach",33140,25.816211,-80.137914,1,rooftop,4315,"N Bay Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
1403,"890 W 43rd Ct","Miami Beach",33140,25.81653,-80.134446,1,rooftop,890,"W 43rd Ct","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
1404,"739 NE 74th St",Miami,33138,25.843581,-80.181214,1,rooftop,739,"NE 74th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1405,"404 N SHORE DR","Miami Beach",33141,25.860661,-80.134663,1,rooftop,404,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
1406,"645 NE 70th St",Miami,33138,25.839782,-80.183491,1,rooftop,645,"NE 70th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1407,"4412 NE 1st AVE",Miami,33137,25.816562,-80.193797,1,rooftop,4412,"NE 1st Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
1408,"871 NE 83 St",Miami,33138,25.855374,-80.193103,0.11,place,,,Miami,FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1409,"534 NE 92 ST","Miami Shores",33138,25.863152,-80.192825,0.12,place,,,"Miami Shores",FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
1410,"714 NE 74th St",Miami,33138,25.843137,-80.181812,1,rooftop,714,"NE 74th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
1411,"714 NE 70th St",Miami,33138,25.839492,-80.182103,1,rooftop,714,"NE 70th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
