MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A10015566,Closed Sale,123 SW 17th Rd,2,2,,299000,290000,01/12/2016 12:00:00 AM,03/31/2016 12:00:00 AM,Miami,,,1150,1150,2003,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",2,"2 Or More Spaces, Detached",Detached,,Other,"Ceramic Floor, Wood Floors","First Floor Entry, Closet Cabinetry, Walk-In Closets",,,,,,,,,Other Windows,,4057,,,,C41-Condo 1-4 Stories,False,False,,,1,0,,"Complex Fenced, Card Entry, Phone Entry",Ok To Lease,,Monthly,343,0,0,343,,,Brickell Oaks,Brickell Oaks Townhouse,108,,"Gorgeous remodeled 3-level townhouse perfectly situated in the center of Brickell-beside new fantastic construction,skyrocketing your value.The only unit for sale with wrap-around yard.Extra storage + 2 gated parking spots.Granite counters, wood and tile  floors add chic to the place,and large storage + hurricane shutters will keep your home well-organized and safe.Extra den/office space on 2nd floor.Shops and Transportation and new Brickell City Centre are all within a stone's throw for your convenience.",03/15/2016 12:00:00 AM,,33129,27,,06/20/2016 12:00:00 AM,02/11/2016 12:00:00 AM,03/31/2016 12:00:00 AM,Conventional,30,Miami-Dade County,01-41-38-082-0080,01/13/2016 12:00:00 AM,False,
A10548900,Closed Sale,690 SW 1st Ct,1,1,1,279900,257000,10/04/2018 12:00:00 AM,01/23/2019 12:00:00 AM,Miami,NEO VERTIKA CONDO,,868,868,2006,Cbs Construction,,,Central Heat,Central Cooling,1,Covered Parking,,,Open Balcony,Wood Floors,"Built-Ins, Walk-In Closets",,,,,,,,,"High Impact Windows, Impact Glass",NEO VERTIKA CONDO,5320,,,,C42-Condo 5+ Stories,False,False,,,36,36,,"Card Entry, Lobby Secured",Ok To Lease,,Monthly,0,0,0,545,,,,NEO VERTIKA CONDO,PHI05,,"GORGEOUS 2 story Penthouse loft on the Miami River. Spectacular views, high ceilings, SS appliances, washer/dryer. Building features incredible amenities including infinity pool, spa, gym w/ sauna and steam room, party room with pool table, 24 hr. security, valet parking. Walk to Brickell Financial District, Restaurants, Shops, Nightlife and Mary Brickell Village. Urban living at its best!",01/29/2019 12:00:00 AM,,33130,24,,09/30/2019 12:00:00 AM,12/14/2018 12:00:00 AM,12/14/2018 12:00:00 AM,Conventional,71,Miami-Dade County,01-41-38-122-0870,10/04/2018 10:16:33 AM,False,
A10302697,Closed Sale,1395 Brickell Ave,1,1,0,279775,260000,06/28/2017 12:00:00 AM,08/25/2017 12:00:00 AM,Miami,,,827,827,2003,Cbs Construction,,,Central Heat,Central Cooling,0,None,,,Other,"Carpeted Floors, Tile Floors","Bar, Other Interior Features, Walk-In Closets",,,,,,,,,,,6853,,,,C43-Condo-Hotel,False,True,,,28,35,,"Elevator Secure, Lobby Secured, Other Security",Other Restrictions,,Monthly,605,0,0,605,,,,MAYFIELD CONDO,2802,,"This Beautiful hotel-condo with amazing skyline view in Brickell is the perfect opportunity for motivated buyer. 1 bedroom/1 bath, carpet and tile floors throughout. Spacious open floor plan. Close to Biscayne bay, downtown, Coconut grove and South Beach.",08/31/2017 12:00:00 AM,,33131,23,,09/27/2017 12:00:00 AM,07/31/2017 12:00:00 AM,07/31/2017 12:00:00 AM,Cash,33,Miami-Dade County,01-41-39-083-0120,06/29/2017 5:48:28 PM,False,
A1983419,Closed Sale,2021 SW 3 AV,1,1,0,274900,260000,07/17/2014 12:00:00 AM,10/10/2014 12:00:00 AM,Miami,,,719,719,2006,Pre-Cast Concrete Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"1 Space, Guest Parking",,Dining/Living Room,Other,"Carpeted Floors, Ceramic Floor",First Floor Entry,,,,,,,,,"Impact Glass, Sliding",,1818,,,,C45-Co-Op 5+ Stories,False,False,,,12,14,,"Elevator Secure, Card Entry, Fire Alarm",Other Restrictions,,Monthly,0,0,0,309,,,ROADS AT 21ST CONDO,.,1201,,"Boutique bldg. 6 apts/floor. Panoramic water views  from this spacious & comfortable corner apt. Huge balcony/terrace, with water views spanning Brickell, Key Biscayne & Coconut Grove. Large  bthrm. & bdrm., living and dining rms have floor to ceiling gla ss to welcoming terrace, unobstructed views . Lowest assoc. fees in Brickell area $309/month, gym, pool & trolley stop at corner, 3 mins. to Brickell, 5 to Gables, close to the Brickell life w/out the traffic or hefty assoc. fees.",09/27/2014 12:00:00 AM,,33129,19,,01/16/2015 12:00:00 AM,08/27/2014 12:00:00 AM,10/10/2014 12:00:00 AM,Cash,41,Miami-Dade County,01-41-39-097-0080,07/28/2014 12:00:00 AM,False,
A2101160,Closed Sale,770 CLAUGHTON ISLAND DR,1,1,0,270000,240000,04/11/2016 12:00:00 AM,08/22/2016 12:00:00 AM,Miami,,,708,708,1990,Cbs Construction,,,Central Heat,Central Cooling,1,1 Space,,,Open Balcony,Carpeted Floors,First Floor Entry,,,,,,,,,,,6862,,,,C45-Co-Op 5+ Stories,False,False,,,5,22,,Doorman,No Restrictions,,Monthly,420,0,0,420,,,ISOLA CONDO,ISOLA CONDO,505,,"Enjoy amazing, ocean views from this beautifully renovated unit, with granite counter tops, new appliances, porcelanato floors, w/ spectacular views .Enjoy a paradise life-style w/ magnificent amenities: 2 tennis courts, pool, Jacuzzi, gym billiards room,   biz center, 24 hr concierge, poolside entertainmentw/ reservation, BBQ grills & much, much more, Located on the exclusive, private island in the heart of Brickell, minutes from Downtown, Beaches, & MIAirport!!!. EASY TO SHOW - Call Today! Won't Last!!",08/23/2016 12:00:00 AM,,33131,6,,04/12/2017 12:00:00 AM,05/19/2016 12:00:00 AM,08/22/2016 12:00:00 AM,Conventional,38,Miami-Dade County,01-42-07-004-0780,04/14/2015 12:00:00 AM,False,
A2094080,Closed Sale,690 SW 1 CT,1,1,1,265000,265000,03/30/2015 12:00:00 AM,11/17/2015 12:00:00 AM,Miami,,,795,795,2006,Concrete Block Construction,,,Central Heat,Central Cooling,1,"Assigned Parking, Covered Parking, Valet Parking",,,Open Balcony,Vinyl Floors,First Floor Entry,,,,,,,,,,,3400,,,,C23-Condo/Timeshare,False,False,,,17,36,,Doorman,Okay To Lease,,Monthly,482,0,0,482,,,,Neo Vertika,1712,,"Beautiful two story loft unit with wonderful views of the Miami River and the soon to be completed Brickell City Centre.  Unit features 20 foot floor to ceiling windows and terraces on both levels. Neo Vertika is a full service building with amenities suc h as an infinity edge pool, jacuzzi, clubhouse, business center, racquetball court, billiards, and gym with sauna and steam room.  Walk to everything Brickell has to offer.  ",11/16/2015 12:00:00 AM,,33130,24,,11/20/2015 12:00:00 AM,10/10/2015 12:00:00 AM,11/17/2015 12:00:00 AM,Conventional,194,Miami-Dade County,01-41-38-122-1700,03/30/2015 12:00:00 AM,True,3000
A2110283,Closed Sale,1200 BRICKELL BAY DR,1,1,0,260000,247500,05/01/2015 12:00:00 AM,05/05/2017 12:00:00 AM,Miami,,,825,825,2005,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"1 Space, Street Parking, Valet Parking",,,Open Balcony,Carpeted Floors,Walk-In Closets,,,,,,,,,,,4831,,,,C45-Co-Op 5+ Stories,False,False,,,42,42,,"Guard At Site, Private Guards",Okay To Lease,,Monthly,500,0,0,500,,,THE CLUB AT BRICKELL,THE CLUB AT BRICKELL,4203,,"***FAST SALE***PRICE JUST REDUCE***PENT HOUSE 1/1 WITH STUNNING WATER VIEWS TO THE BRICKELL BAY AND KEY BISCAYNE BRIDGE. CARPET FLOORS AND ESUROPEAN KITCHEN. WALKING DISTANCE FROM BRICKELL FINANCIAL AREA, RESTAURANTS AND SHOPS. 24 HR NOTICE IS REQUIRED FOR SHOWINGS.",05/15/2017 12:00:00 AM,,33131,22,,06/30/2017 12:00:00 AM,04/06/2017 12:00:00 AM,04/06/2017 12:00:00 AM,Cash,706,Miami-Dade County,01-41-39-086-0890,05/01/2015 6:58:00 PM,False,
A10022573,Closed Sale,1430 Brickell Bay,1,1,0,249000,248000,01/21/2016 12:00:00 AM,03/29/2016 12:00:00 AM,Miami,,,750,750,1961,Concrete Block Construction,,,Central Heat,"Ceiling Fans, Central Cooling",0,"1 Space, Assigned Parking, Street Parking",,Dining/Living Room,"Open Balcony, Patio",Tile Floors,"Built-Ins, Foyer Entry",,,,,,,,,Blinds/Shades,,1612,,,Shower Only,C45-Co-Op 5+ Stories,False,False,,,10,13,,"Complex Fenced, Card Entry, Intercom In Lobby",,,Monthly,520,0,0,520,,,,Pointview,1003,,"Fully renovated 1/1 in the heart of Brickell. Gorgeous bay views from each room! Kitchen with ample storage and stainless steal appliances. All closets fully built in for organization. State of the art Nest Thermostat and Titan tankless water heater. Unit  fully tiled. Built in window seating area in the master and built in wall unit in living area. Building fully gated and card entry secured. Walking distance to all shops, restaurants and gyms Brickell has to offer. Must see!",08/01/2016 12:00:00 AM,,33131,25,,07/21/2016 12:00:00 AM,03/01/2016 12:00:00 AM,03/29/2016 12:00:00 AM,Conventional,40,Miami-Dade County,01-41-39-066-0690,01/26/2016 12:00:00 AM,False,
A2124812,Closed Sale,1430 BRICKELL BAY DR,1,1,0,195000,185000,06/02/2015 12:00:00 AM,12/11/2015 12:00:00 AM,Miami,,,900,900,1961,Cbs Construction,,,Electric Heat,"Ceiling Fans, Electric Cooling",0,1 Space,,,Open Balcony,Ceramic Floor,First Floor Entry,,,,,,,,,,,3482,,,,C45-Co-Op 5+ Stories,False,False,,,4,8,,"Complex Fenced, Phone Entry",No Restrictions,,Monthly,0,0,0,519,,,,POINT VIEW,408,,"1/1 COZY CORNER UNIT ON BRICKELL BAY DRIVE WITH STAINLESS STEEL APPLIANCES, CERAMIC FLOOR AND AMAZING BAY VIEWS. BUILDING IS IN A GREAT LOCATION NEAR THE BUSINESS DISTRICT, THE SOCIAL AMBIANCE OF MARY BRICKELL VILLAGE, DOWNTOWN, COCONUT GROVE, THE BEACH,   MAJOR HIGHWAY, AIRPORT AND YET FAR FROM THE TRAFFIC AND NOISE.",12/31/2015 12:00:00 AM,,33131,9,,06/02/2016 12:00:00 AM,,12/11/2015 12:00:00 AM,Cash,190,Miami-Dade County,01-41-39-066-0260,06/02/2015 12:00:00 AM,False,
A10179298,Closed Sale,1430 Brickell Bay Dr,0,1,,189000,189000,11/14/2016 12:00:00 AM,07/25/2017 12:00:00 AM,Miami,,,600,600,1961,Concrete Block Construction,,,Central Heat,Central Cooling,1,None,,,Other,Ceramic Floor,Other Interior Features,,,,,,,,,,,2476,,,,C42-Condo 5+ Stories,False,False,,,9,13,,Garage Secured,Ok To Lease,,Monthly,386,0,0,386,,,,Bayshore,901,,"Breathtaking waterviews.  Cute and welcoming renovated studio in heart of Brickell. Lovely kitchen with ample storage, tile through out. Building fully gated and card entry secured. Walking distance to Brickell City Centre,  restaurants, Four Seasons Hotel and Equinox gym. Coop building. Buy with tenant in place or he can move out.  Owner/seller financing available. Will not last!!",11/20/2017 12:00:00 AM,,33131,17,,05/13/2018 12:00:00 AM,09/25/2017 12:00:00 AM,09/03/2017 12:00:00 AM,Cash,295,Miami-Dade County,01-41-39-066-0590,12/01/2016 4:05:15 PM,False,
A2197539,Closed Sale,1430 BRICKELL BAY DR,0,1,0,189000,150000,11/02/2015 12:00:00 AM,08/03/2016 12:00:00 AM,Miami,,,600,600,1961,Concrete Block Construction,,,No Heat,Electric Cooling,1,1 Space,,,Open Balcony,Tile Floors,Handicap Accessible,,,,,,,,,Blinds/Shades,,2439,,,,C45-Co-Op 5+ Stories,False,False,,,4,13,,Other Security,No Lease; 1st Year Owned,,Monthly,387,0,0,387,,,,Point View,401,,"This bright and cherry studio is located in the vibrant downtown area -close to shopping, dining & entertainment.  Situated on Biscayne Bay, Point View is a boutique building perfect for those who prefer a tranquil lifestyle  The lucky resident will enjoy   bay breezes and no traffic noise.  The spacious balcony is the perfect place to relax while overlooking the sparkling bay and lush palm trees.  Features include a renovated kitchen & bathroom, large walk-in closet & tons of natural light. ",07/29/2016 12:00:00 AM,,33131,24,,10/30/2016 12:00:00 AM,05/09/2016 12:00:00 AM,05/09/2016 12:00:00 AM,Cash,189,Miami-Dade County,01-41-39-066-0190,11/02/2015 1:10:00 PM,False,
A1789218,Closed Sale,1430 BRICKELL BAY DR,0,1,0,155000,140000,05/15/2013 12:00:00 AM,10/31/2014 12:00:00 AM,Miami,,,600,600,1961,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,Assigned Parking,Detached,,Other,Other Floors,Walk-In Closets,,,,,,,,,,,2091,,,,C45-Co-Op 5+ Stories,True,False,,,7,13,,"Elevator Secure, Card Entry, Lobby Secured","Auto Parking On, No Corporate Buyer, Okay To Lease",,Monthly,350,0,0,350,,,,POINT VIEW,701,," This unit offers ocean and skyline view. See the Atlantic Ocean to your right and Florida's tallest building to your left. The beautiful Millennium tower. Across the street from Biscayne Bay. Gated parking !!  Walk everywhere. Live in the next Manhattan  for a fraction of the price. Must be owner occupied. Will be shown by property manager week days from 10 am to 4 pm."" This is a Co-op not a condo and con not be rented. ",10/08/2014 12:00:00 AM,,33131,10,,12/31/2014 12:00:00 AM,08/08/2014 12:00:00 AM,10/31/2014 12:00:00 AM,Cash,450,Miami-Dade County,01-41-39-066-0430,05/17/2013 12:00:00 AM,False,
A2064714,Closed Sale,475 SW 7 ST,2,0,0,146280,162274,01/29/2015 12:00:00 AM,03/16/2015 12:00:00 AM,Miami,CITY OF MIAMI SOUTH,,1676,1676,1924,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,0,Driveway,,,Open Porch,Tile Floors,Other Interior Features,Less Than 1/4 Acre Lot,,,,No Additional Rooms,Other Sewer,None,Other,,CITY OF MIAMI SOUTH,2593,,False,,R30-No Pool/No Water,False,True,,,,,Paved Road,,Other Restrictions,,,,,,,,,,,,,"This property is bank owned.  It is sold in ""as-is"" condition without repairs or warranty.  Buyer is responsible for verifying all information contained in this listing. ",05/31/2015 12:00:00 AM,X,33130,8,,01/02/2016 12:00:00 AM,02/12/2015 12:00:00 AM,03/16/2015 12:00:00 AM,Cash,14,Miami-Dade County,01-02-04-020-1130,01/29/2015 12:00:00 AM,False,
